player_name,country_of_citizenship_x,current_club_name,Total Assist,Total Red Card,Total Yellow Card,Total Goals
Diego Demme,Germany,SSC Napoli,14,0,38,7
Dimitrios Pinakas,Greece,AE Larisa,0,0,2,7
Dimitrios Siovas,Greece,Fortuna Sittard,4,0,40,7
Diogo Figueiras,Portugal,FC FamalicÃ£o,24,1,52,7
Dmytro Klyots,Ukraine,NK Veres Rivne,3,0,22,7
Dries Wuytens,Belgium,SK Beveren,0,0,19,7
Edoardo Goldaniga,Italy,Cagliari Calcio,3,1,45,7
Edson Farias,Brazil,CD Feirense,4,0,24,7
Edu ExpÃ³sito,Spain,RCD Espanyol Barcelona,6,1,12,7
Eduardo Brito,Brazil,Atromitos Athens,7,0,9,7
Egor Sorokin,Russia,FK Krasnodar,3,2,23,7
El Arbi Hillel Soudani,Algeria,Olympiacos Piraeus,5,0,1,7
ElÃ­as MÃ¡r Ã“marsson,Iceland,Excelsior Rotterdam,2,0,1,7
Elias Kachunga,DR Congo,Huddersfield Town,2,0,7,7
Elmar Bjarnason,Iceland,PAS Lamia 1964,6,0,25,7
Elton Acolatse,Netherlands,Sint-Truidense VV,9,0,12,7
Emil Holten,Denmark,Silkeborg IF,0,0,0,7
Emmanuel RiviÃ¨re,Martinique,FC Crotone,5,1,7,7
Erdem Sen,Belgium,MKE AnkaragÃ¼cÃ¼,2,0,20,7
Ermin Bicakcic,Bosnia-Herzegovina,TSG 1899 Hoffenheim,4,0,23,7
Eugen Polanski,Poland,TSG 1899 Hoffenheim,4,0,18,7
Evandro,Brazil,FC Porto,2,1,7,7
Fabian Delph,England,Everton FC,8,3,16,7
Fabian Serrarens,Netherlands,De Graafschap Doetinchem,2,2,2,7
Facundo Roncaglia,Argentina,CA Osasuna,7,3,51,7
Ferland Mendy,France,Real Madrid,15,0,32,7
Filip Krovinovic,Croatia,West Bromwich Albion,5,0,2,7
Filipe Augusto,Brazil,Rio Ave FC,8,1,49,7
Filipe LuÃ­s,Brazil,AtlÃ©tico de Madrid,19,1,36,7
Filipe Soares,Portugal,PAOK Thessaloniki,6,0,22,7
Florian Tardieu,France,ESTAC Troyes,2,0,10,7
FrÃ©dÃ©ric Mendy,Guinea-Bissau,VitÃ³ria SetÃºbal FC,6,0,6,7
Fraizer Campbell,England,Crystal Palace,0,0,5,7
Fran VÃ©lez,Spain,Panathinaikos Athens,5,1,25,7
Francis Coquelin,France,Villarreal CF,7,0,60,7
Fredrik MidtsjÃ¶,Norway,Galatasaray,31,0,27,7
Furkan Soyalp,Turkey,Gaziantep FK,14,0,19,7
Gabriel Agbonlahor,England,Aston Villa,3,1,9,7
Ganso,Brazil,Amiens SC,8,0,1,7
Gennadiy Pasich,Ukraine,NK Veres Rivne,6,0,30,7
George Boyd,Scotland,Burnley FC,3,0,10,7
Giannis Fetfatzidis,Greece,Aris Thessaloniki,12,0,2,7
Giannis Loukinas,Greece,PAS Giannina,0,0,6,7
Giulio Maggiore,Italy,US Salernitana 1919,6,0,15,7
Glynor Plet,Netherlands,Alanyaspor,0,1,7,7
Guy Melamed,Israel,St. Johnstone FC,3,0,0,7
HÃ©lder Costa,Angola,Leeds United,10,0,10,7
HÃ©lder Postiga,Portugal,Rio Ave FC,1,0,6,7
Hal Robson-Kanu,Wales,West Bromwich Albion,1,1,7,7
Hamari TraorÃ©,Mali,Stade Rennais FC,25,0,53,7
Haris Handzic,Bosnia-Herzegovina,FK Ufa,3,0,8,7
Henri Saivet,Senegal,Newcastle United,8,0,13,7
Henrik Dalsgaard,Denmark,FC Midtjylland,12,1,14,7
Hernanes,Brazil,Juventus FC,6,1,17,7
Hicham Boudaoui,Algeria,OGC Nice,7,1,19,7
Ibrahima KonatÃ©,France,Liverpool FC,2,0,21,7
Idris Mandiang,Senegal,Boavista FC,4,0,44,7
Igor Gorbatenko,Russia,Arsenal Tula,12,0,21,7
Igor Plastun,Ukraine,KAA Gent,3,1,15,7
Igor Zagalskyi,Ukraine,SK Dnipro-1,4,0,13,7
Ilzat Akhmetov,Russia,FK Krasnodar,13,4,18,7
Imoh Ezekiel,Nigeria,KV Kortrijk,6,0,9,7
Isaac Atanga,Ghana,FC Nordsjaelland,4,0,1,7
Isaac Cuenca,Spain,Granada CF,5,0,5,7
Ismael Silva,Brazil,Akhmat Grozny,16,0,24,7
IvÃ¡n Ramis,Spain,SD Eibar,2,2,28,7
Ivan Ilic,Serbia,Torino FC,9,1,12,7
Ivaylo Chochev,Bulgaria,Palermo FC,5,0,14,7
Ivica Zunic,Croatia,Chornomorets Odessa,0,0,18,7
JÃ©rÃ´me Boateng,Germany,Olympique Lyon,20,2,48,7
Jaka Bijol,Slovenia,Udinese Calcio,7,0,14,7
Jake Hastie,Scotland,Rangers FC,2,0,1,7
Jakob Bonde,Denmark,Viborg FF,1,0,10,7
Jamie Jacobs,Netherlands,SC Cambuur Leeuwarden,5,1,6,7
Jamiro Monteiro,Cape Verde,Heracles Almelo,4,1,8,7
Jan Bednarek,Poland,Aston Villa,3,1,37,7
Jan Thielmann,Germany,1.FC KÃ¶ln,11,0,13,7
Javi Ontiveros,Spain,CA Osasuna,8,0,17,7
Javier CÃ¡mpora,Argentina,Veria NPS,3,0,2,7
Jean Barrientos,Uruguay,Volos NPS,8,1,36,7
Jean-Armel Kana-Biyik,Cameroon,FC Metz,1,2,17,7
Jeff Reine-AdÃ©laÃ¯de,France,ESTAC Troyes,13,0,9,7
Jefferson,Brazil,Gaziantep FK,3,1,13,7
JoÃ£o Diogo,Brazil,Karpaty Lviv (-2021),12,1,29,7
JoÃ£o Diogo,Portugal,CF Os Belenenses,12,1,29,7
Joakim Maehle,Denmark,Atalanta BC,29,0,14,7
John Bostock,Trinidad and Tobago,FC Toulouse,3,0,7,7
John Souttar,Scotland,Rangers FC,5,0,27,7
Jonathan dos Santos,Mexico,Villarreal CF,8,0,18,7
Jonathan Okita,DR Congo,NEC Nijmegen,6,0,3,7
Jop van der Linden,Netherlands,Willem II Tilburg,9,0,6,7
Joren Dom,Belgium,Oud-Heverlee Leuven,1,0,7,7
Jose Cholevas,Greece,Olympiacos Piraeus,16,1,53,7
Josh Meekings,England,Dundee FC,1,0,10,7
Juan Manuel Vargas,Peru,Real Betis BalompiÃ©,3,0,10,7
Juanito GÃ³mez,Argentina,Hellas Verona,4,0,9,7
KÃ©vin BÃ©rigaud,France,Montpellier HSC,8,0,4,7
Kallum Higginbotham,England,Kilmarnock FC,16,2,14,7
Kara Mbodj,Senegal,FC Nantes,6,1,24,7
Kevin Hoggas,France,Cercle Brugge,6,1,3,7
Kevin Holt,Scotland,Dundee FC,5,0,15,7
Kevin Mayi,Gabon,Stade Brestois 29,4,0,5,7
Koji Miyoshi,Japan,Royal Antwerp FC,8,0,6,7
Kristoffer Larsen,Norway,Lyngby BK,3,0,3,7
Kwame Karikari,Ghana,PFK Stal Kamyanske (-2018),0,0,3,7
Lamine KonÃ©,Cote d'Ivoire,RC Strasbourg Alsace,3,0,24,7
Lasse Rise,Denmark,Lyngby BK,0,0,4,7
Leandro Barreiro,Luxembourg,1.FSV Mainz 05,11,0,19,7
Leandro Cabrera,Uruguay,RCD Espanyol Barcelona,1,0,24,7
Lechi Sadulaev,Russia,Akhmat Grozny,7,0,15,7
Leonardo Ramos,Argentina,AO Platanias,2,0,8,7
Leonardo Spinazzola,Italy,AS Roma,25,0,15,7
Liam Lindsay,Scotland,Partick Thistle FC,2,1,10,7
Lindsay Rose,Mauritius,Aris Thessaloniki,3,1,21,7
Lisandro MartÃ­nez,Argentina,Manchester United,6,0,30,7
Lovro Bizjak,Slovenia,FK Ufa,2,0,7,7
Luca Ceppitelli,Italy,Cagliari Calcio,1,2,37,7
Luca Rossettini,Italy,US Lecce,5,0,43,7
Ludwig Augustinsson,Sweden,Aston Villa,51,0,30,7
Luis Rioja,Spain,Deportivo AlavÃ©s,8,0,10,7
Mads Hansen,Denmark,FC Nordsjaelland,5,0,1,7
Mandla Masango,South Africa,Randers FC,0,0,2,7
Marc Pugh,England,AFC Bournemouth,5,0,4,7
MarcÃ£o,Brazil,Sevilla FC,4,4,57,7
Marcelinho,Brazil,Atromitos Athens,4,1,5,7
Marco D'Alessandro,Italy,AC Monza,8,1,15,7
Mario Cuze,Croatia,SK Dnipro-1,1,0,3,7
Markel Bergara,Spain,Getafe CF,1,0,26,7
Marko Rog,Croatia,Cagliari Calcio,4,0,30,7
Martin Hongla,Cameroon,Hellas Verona,3,1,32,7
Marvin Johnson,England,Motherwell FC,15,0,5,7
Mathias Hebo Rasmussen,Denmark,Lyngby BK,5,0,8,7
Matt O'Riley,Denmark,Celtic FC,16,0,5,7
Matthew Hoppe,United States,Hibernian FC,4,0,3,7
Mattia Aramu,Italy,Venezia FC,5,0,6,7
Mattias Johansson,Sweden,Genclerbirligi Ankara,11,0,45,7
Mauricio Lemos,Uruguay,Fenerbahce,1,0,26,7
Maxi Moralez,Argentina,Atalanta BC,11,0,5,7
Maxime Do Couto,France,Olimpik Donetsk,6,0,11,7
Maycon,Brazil,Shakhtar Donetsk,6,0,10,7
Mees de Wit,Netherlands,AZ Alkmaar,1,0,8,7
Mehdi Terki,Algeria,AO Xanthi,1,0,21,7
Merih Demiral,Turkey,Atalanta BC,5,1,30,7
Merveille Bokadi,DR Congo,Standard LiÃ¨ge,3,0,17,7
Michael Lumb,Denmark,BrÃ¶ndby IF,11,0,21,7
Miguel Araujo,Peru,FC Emmen,1,0,9,7
Mikel Rico,Spain,SD Huesca,9,1,19,7
Milan Massop,Netherlands,Silkeborg IF,1,1,10,7
Miroslav Markovic,Serbia,SKA Khabarovsk,0,0,1,7
Mo Dauda,Ghana,RSC Anderlecht,1,0,5,7
Mohamed El Makrini,Netherlands,Kilmarnock FC,7,1,40,7
Mohammed Fellah,Norway,Odense Boldklub,11,0,11,7
Momo,Spain,UD Las Palmas,4,0,11,7
Morgan Gibbs-White,England,Nottingham Forest,9,0,13,7
Morgan Schneiderlin,France,OGC Nice,4,1,46,7
Muhammed Cham,Austria,Clermont Foot 63,4,0,2,7
Musashi Suzuki,Japan,Beerschot V.A.,2,0,2,7
Mykhaylo Shestakov,Ukraine,NK Veres Rivne,0,0,3,7
Mykyta Tatarkov,Ukraine,Kryvbas Kryvyi Rig,11,0,24,7
Myrto Uzuni,Albania,Granada CF,5,0,5,7
Myziane Maolida,France,Hertha BSC,7,0,4,7
NÃ©lson Semedo,Portugal,Wolverhampton Wanderers,19,0,32,7
Nair Tiknizyan,Armenia,Lokomotiv Moscow,10,1,25,7
Neven Subotic,Germany,Denizlispor,1,1,20,7
Nick Proschwitz,Germany,TSG 1899 Hoffenheim,1,0,4,7
Nick Venema,Netherlands,FC Utrecht,0,0,2,7
Nico Schulz,Germany,Borussia Dortmund,19,1,23,7
NicolÃ¡s MartÃ­nez,Argentina,Apollon Smyrnis,16,0,5,7
NicolÃ² Cambiaghi,Italy,FC Empoli,2,0,5,7
Nicolas Isimat-Mirin,France,Vitesse Arnhem,1,0,18,7
Nicolas Viola,Italy,Bologna FC 1909,9,0,5,7
Nikolaos Lazaridis,Greece,Atromitos Athens,1,1,15,7
Odil Akhmedov,Uzbekistan,FK Krasnodar,13,0,7,7
Oguz Aydin,Turkey,Alanyaspor,1,0,4,7
Ola John,Netherlands,RKC Waalwijk,18,0,4,7
Oleksandr Sklyar,Ukraine,Vorskla Poltava,13,0,73,7
Oleksiy Gay,Ukraine,Olimpik Donetsk,2,0,3,7
Oliver Bozanic,Australia,Heart of Midlothian FC,2,0,1,7
Oliver McBurnie,Scotland,Sheffield United,2,0,6,7
Olivier Boscagli,France,PSV Eindhoven,3,0,18,7
Onur Bulut,Turkey,Kayserispor,16,0,13,7
Pablo Fontanello,Argentina,Ural Yekaterinburg,4,0,10,7
Pablo MarÃ­,Spain,AC Monza,0,1,19,7
Pablo Santos,Brazil,Moreirense FC,0,0,30,7
Panagiotis Triadis,Greece,PAS Giannina,12,0,9,7
Patrick Wimmer,Austria,VfL Wolfsburg,18,0,15,7
Pelle Clement,Netherlands,RKC Waalwijk,11,1,11,7
Percy Tau,South Africa,RSC Anderlecht,8,0,3,7
Peter Christiansen,Denmark,SÃ¶nderjyskE,3,0,3,7
Peter Haring,Austria,Heart of Midlothian FC,4,0,17,7
Rafael Costa,Brazil,Boavista FC,6,0,13,7
Ramiro Funes Mori,Argentina,Villarreal CF,4,1,27,7
Rayan Cherki,France,Olympique Lyon,13,1,5,7
Renan Oliveira,Brazil,Kolos Kovalivka,4,0,5,7
Ricardo Esgaio,Portugal,Sporting CP,39,0,71,7
Riza Durmisi,Denmark,Sparta Rotterdam,18,0,28,7
RodrigÃ£o,Brazil,Zenit St. Petersburg,5,2,18,7
Rolando,Portugal,SC Braga,1,2,14,7
Roman Akbashev,Russia,Fakel Voronezh,4,0,10,7
Roman Debelko,Ukraine,Kryvbas Kryvyi Rig,1,0,6,7
Roman Zozulya,Ukraine,Real Betis BalompiÃ©,7,0,13,7
RubÃ©n PeÃ±a,Spain,CA Osasuna,8,0,18,7
Rudy Gestede,Benin,Panetolikos GFS,3,0,5,7
Ruslan Platon,Ukraine,Metalurg Zaporizhya (-2016),0,0,4,7
Ryan Bertrand,England,Leicester City,17,2,35,7
Ryan Laursen,Denmark,Odense Boldklub,18,0,20,7
Ryan Sessegnon,England,Tottenham Hotspur,13,0,13,7
Ryotaro Meshino,Japan,GD Estoril Praia,1,0,2,7
SÃ©kou Mara,France,Southampton FC,2,0,2,7
Samir Caetano,Brazil,Watford FC,4,1,37,7
Samu,Portugal,FC Vizela,7,0,15,7
Samu Saiz,Spain,Sivasspor,4,0,6,7
Samuel Grandsir,France,Stade Brestois 29,7,2,4,7
Sanjin Prcic,Bosnia-Herzegovina,RC Strasbourg Alsace,7,1,23,7
Saphir TaÃ¯der,Algeria,Bologna FC 1909,4,0,11,7
Scott Robinson,Scotland,Kilmarnock FC,7,0,12,7
Selcuk Sahin,Turkey,GÃ¶ztepe,4,0,23,7
Sem Steijn,Netherlands,Twente Enschede FC,2,0,1,7
Serdar Ã–zkan,Turkey,Antalyaspor,11,0,11,7
Sergi CanÃ³s,Spain,Brentford FC,4,0,9,7
Sergio Busquets,Spain,FC Barcelona,29,0,108,7
Silas Songani,Zimbabwe,SÃ¶nderjyskE,6,0,5,7
Simon Church,Wales,Roda JC Kerkrade,2,0,2,7
Sondre Tronstad,Norway,Vitesse Arnhem,2,1,17,7
Spyros Risvanis,Greece,Atromitos Athens,1,0,50,7
Stephane Singo,Cote d'Ivoire,Torino FC,10,1,17,7
Stephen Buyl,Belgium,SV Zulte Waregem,1,0,8,7
Sven van Beek,Netherlands,SC Heerenveen,3,1,27,7
Syam Ben Youssef,Tunisia,Denizlispor,2,0,25,7
Thibault Giresse,France,EA Guingamp,8,1,3,7
Thibo Somers,Belgium,Cercle Brugge,1,0,7,7
ThomÃ¡s,Brazil,Atromitos Athens,3,0,23,7
Thomas Verhaar,Netherlands,Sparta Rotterdam,5,0,5,7
Tiago Mendes,Portugal,AtlÃ©tico de Madrid,9,0,15,7
Tiago Pinto,Portugal,MKE AnkaragÃ¼cÃ¼,13,0,51,7
Tomi Juric,Australia,Roda JC Kerkrade,1,1,2,7
Ukra,Portugal,Rio Ave FC,18,0,13,7
Umar Sadiq,Nigeria,Real Sociedad,3,0,4,7
Vaclav Kadlec,Czech Republic,FC Midtjylland,3,0,5,7
Valeriy Bondarenko,Ukraine,FK Oleksandriya,0,0,18,7
Vangelis Moras,Greece,AE Larisa,3,0,30,7
Vasil Shkurtaj,Albania,AO Xanthi,3,0,2,7
Vasilios Torosidis,Greece,Olympiacos Piraeus,9,1,32,7
Vedran Corluka,Croatia,Lokomotiv Moscow,6,2,40,7
Vincent Pajot,France,FC Metz,8,3,28,7
Vitaliy Balashov,Ukraine,PFK Tambov (-2021),12,0,5,7
Vitaliy Mykolenko,Ukraine,Everton FC,19,0,19,7
Vitaly Janelt,Germany,Brentford FC,2,0,6,7
Vitor Carvalho,Brazil,Gil Vicente FC,2,1,27,7
Vlad Chiriches,Romania,US Cremonese,2,0,24,7
Vladyslav Baboglo,Moldova,FK Oleksandriya,5,0,24,7
Vladyslav Vakula,Ukraine,Vorskla Poltava,3,0,10,7
Vyacheslav Karavaev,Russia,Zenit St. Petersburg,23,0,15,7
Vyacheslav Podberezkin,Russia,Ural Yekaterinburg,13,1,20,7
WÃ¡gner,Brazil,CD Tondela,3,0,11,7
Wederson,Brazil,Mersin Talimyurdu SK,12,1,20,7
Wellington Carvalho,Brazil,Portimonense SC,4,0,4,7
Will Hughes,England,Crystal Palace,10,0,20,7
Witi,Mozambique,CD Nacional,10,0,2,7
Wout Faes,Belgium,Leicester City,5,2,35,7
Yevgeniy Pasich,Ukraine,NK Veres Rivne,4,0,6,7
Yuriy Bavin,Russia,PFK Tambov (-2021),5,0,15,7
Yuriy Zhirkov,Russia,FK Khimki,19,0,24,7
Zaidu,Nigeria,FC Porto,3,0,12,7
Zainadine,Mozambique,CS MarÃ­timo,6,1,58,7
Zakaria Bakkali,Belgium,RKC Waalwijk,6,0,18,7
Zeki Yavru,Turkey,Giresunspor,10,3,37,7
Ãlex MillÃ¡n,Spain,FC FamalicÃ£o,2,0,3,6
AarÃ³n MartÃ­n,Spain,1.FSV Mainz 05,12,0,31,6
Aaron Hickey,Scotland,Brentford FC,3,1,22,6
Aaron Meijers,Netherlands,Sparta Rotterdam,27,1,38,6
Aaron Olanare,Nigeria,Amkar Perm,0,0,2,6
Abdou Diallo,Senegal,RB Leipzig,6,3,19,6
Abu Francis,Ghana,FC Nordsjaelland,4,2,8,6
Adam Johnson,England,Sunderland AFC,7,0,5,6
Adam Webster,England,Brighton & Hove Albion,2,0,15,6
Adama Diakhaby,France,Huddersfield Town,3,1,7,6
Adessoye Oyewole,Russia,PFK Tambov (-2021),8,0,18,6
Ahmed Kutucu,Turkey,Basaksehir FK,6,0,5,6
Alberto Grassi,Italy,FC Empoli,5,0,29,6
Alejandro Bedoya,United States,FC Nantes,4,0,7,6
Aleksandar Bjelica,Serbia,ADO Den Haag,4,0,28,6
Aleksandar Dragovic,Austria,Bayer 04 Leverkusen,5,1,40,6
Aleksandr Kerzhakov,Russia,Zenit St. Petersburg,5,0,1,6
Aleksandr Kutjin,Russia,Enisey Krasnoyarsk,5,0,4,6
Aleksandr Salugin,Russia,Amkar Perm,5,0,12,6
Aleksandr Troshechkin,Russia,Akhmat Grozny,5,1,16,6
Aleksandr Zotov,Russia,Enisey Krasnoyarsk,7,0,12,6
Aleksey Evseev,Russia,Ural Yekaterinburg,3,1,9,6
Alessandro Cerigioni,Belgium,SK Beveren,1,0,7,6
Alex Gogic,Cyprus,St. Mirren FC,3,1,33,6
Alexios Michail,Greece,AE Larisa,4,1,38,6
Alexis Ruano,Spain,Deportivo AlavÃ©s,3,1,41,6
Alexy Bosetti,France,OGC Nice,1,0,3,6
Alfie Mawson,England,Fulham FC,1,1,6,6
Ali Akman,Turkey,NEC Nijmegen,0,1,2,6
Ali McCann,Northern Ireland,St. Johnstone FC,4,0,11,6
Allahyar Sayyadmanesh,Iran,Zorya Lugansk,3,0,4,6
Amadou Ciss,Senegal,Fortuna Sittard,6,1,5,6
Amine Benchaib,Belgium,KV Kortrijk,3,1,9,6
Anders Hagelskjaer,Denmark,Aalborg BK,2,0,5,6
Andi Lila,Albania,PAS Giannina,0,0,46,6
Andriy Tsurikov,Ukraine,FK Oleksandriya,11,0,28,6
Andy NÃ¡jar,Honduras,RSC Anderlecht,8,0,16,6
Anestis Anastasiadis,Greece,PAS Lamia 1964,0,0,13,6
Anouar Ait El Hadj,Belgium,RSC Anderlecht,1,0,3,6
Anthony Ralston,Scotland,Celtic FC,11,0,13,6
Anton Kravchenko,Ukraine,Olimpik Donetsk,1,0,25,6
Anton Putilo,Belarus,MKE AnkaragÃ¼cÃ¼,3,0,10,6
Antonio Mance,Croatia,FC Nantes,1,0,4,6
Antonio Mrsic,Croatia,Ãœmraniyespor,2,0,3,6
Antonis Petropoulos,Greece,AO Platanias,2,0,3,6
Arnaud Souquet,France,Montpellier HSC,14,0,25,6
Arnold,DR Congo,VitÃ³ria SetÃºbal FC,3,0,19,6
Aron Sigurdarson,Iceland,AC Horsens,0,0,5,6
Atinc Nukan,Turkey,GÃ¶ztepe,3,0,15,6
AurÃ©lien Chedjou,Cameroon,Basaksehir FK,6,1,20,6
Baba,Senegal,CS MarÃ­timo,1,0,4,6
Bakary Bouba SarÃ©,Burkina Faso,CF Os Belenenses,2,1,20,6
Barnes Osei,Ghana,FC PaÃ§os de Ferreira,3,1,7,6
Bart Nieuwkoop,Netherlands,Royale Union Saint Gilloise,16,0,29,6
Benjamin Pavard,France,Bayern Munich,10,1,22,6
Benjamin Stokke,Norway,Randers FC,2,0,1,6
Bernardo Espinosa,Colombia,Girona FC,2,1,27,6
Billy Ketkeophomphone,Laos,Angers SCO,7,0,7,6
Bjarke Jacobsen,Denmark,AC Horsens,5,3,18,6
Bjorn Meijer,Netherlands,Club Brugge KV,9,0,7,6
Borja Viguera,Spain,Sporting GijÃ³n,5,0,4,6
Brendan Chardonnet,France,Stade Brestois 29,1,2,13,6
Brian Mansilla,Argentina,FK Orenburg,11,0,21,6
Bryan Idowu,Nigeria,FK Khimki,5,0,44,6
Bryan Verboom,Belgium,SV Zulte Waregem,8,1,7,6
CÃ©dric FaurÃ©,France,RSC Charleroi,2,0,3,6
Callum Slattery,England,Motherwell FC,2,0,23,6
Carl Tremarco,England,Ross County FC,3,1,19,6
Carlos Augusto,Brazil,AC Monza,5,0,4,6
CarraÃ§a,Portugal,Gil Vicente FC,12,0,40,6
Chris Brunt,Northern Ireland,West Bromwich Albion,26,0,22,6
Christian Atsu,Ghana,Hatayspor,9,0,5,6
Christophe Jallet,France,Amiens SC,16,0,19,6
Christopher Antwi-Adjei,Ghana,VfL Bochum,14,0,8,6
Chrysovalantis Kozoronis,Greece,PAS Giannina,9,0,23,6
Claudiu Balan,Romania,PAS Giannina,0,0,2,6
Conrad Balatoni,England,Kilmarnock FC,3,0,6,6
Craig Gardner,England,West Bromwich Albion,9,0,16,6
Craig Goodwin,Australia,Sparta Rotterdam,5,0,5,6
Craig Slater,Scotland,Kilmarnock FC,5,0,11,6
Craig Wighton,Scotland,Heart of Midlothian FC,8,0,2,6
Curtis Jones,England,Liverpool FC,9,0,4,6
DÃ¡lcio,Guinea-Bissau,Ionikos Nikeas,4,1,15,6
Daniel Redmond,England,Hamilton Academical FC,9,0,13,6
Daniele Dessena,Italy,Brescia Calcio,5,1,19,6
Danilo Barbosa,Brazil,OGC Nice,8,1,28,6
Danny Blum,Germany,VfL Bochum,2,0,0,6
Danny Johnson,England,Motherwell FC,1,0,6,6
Darian Mackinnon,Scotland,Hamilton Academical FC,10,3,57,6
David GarcÃ­a,Spain,CA Osasuna,0,0,34,6
David Torres,Spain,AO Platanias,5,0,4,6
Declan Gallagher,Scotland,St. Mirren FC,12,0,40,6
Delvin N'Dinga,Congo,Panetolikos GFS,5,1,20,6
Dennis Srbeny,Germany,SC Paderborn 07,2,0,2,6
Denys Kozhanov,Ukraine,FK Minaj,13,0,10,6
Didier Drogba,Cote d'Ivoire,Chelsea FC,2,0,5,6
Diego Reyes,Honduras,AE Larisa,1,0,15,6
Diego Reyes,Mexico,Fenerbahce,1,0,15,6
Diego Rossi,Uruguay,Fenerbahce,9,0,2,6
Dimitri Foulquier,Guadeloupe,Valencia CF,19,0,54,6
Dimitrios Kolovetsios,Greece,Kayserispor,0,0,30,6
Diogo Amado,Portugal,GD Estoril Praia,0,0,19,6
Dmytro Kozban,Ukraine,Volyn Lutsk,0,0,1,6
DodÃ´,Brazil,ACF Fiorentina,19,0,17,6
Domingos Duarte,Portugal,Getafe CF,1,3,39,6
Dominick Drexler,Germany,FC Schalke 04,6,0,7,6
DouglÃ£o,Brazil,Akhisarspor,2,1,18,6
Douglas,Brazil,Besiktas JK,9,0,14,6
Douglas,Netherlands,Sporting CP,9,0,14,6
Elohim Rolland,France,KV Kortrijk,5,0,22,6
Emerson,Italy,West Ham United,9,2,15,6
Emil Holm,Sweden,Spezia Calcio,4,0,15,6
Emil Lyng,Denmark,Silkeborg IF,4,1,1,6
Emiliano VelÃ¡zquez,Uruguay,Rayo Vallecano,3,1,24,6
Emmanuel Agbadou,Cote d'Ivoire,Stade Reims,3,4,18,6
Emmanuel Badu,Ghana,Hellas Verona,7,1,16,6
Enes Saglik,Belgium,Royal Excel Mouscron (-2022),12,0,3,6
Eren Tozlu,Turkey,Yeni Malatyaspor,2,0,13,6
Ertugrul Ersoy,Turkey,Gaziantep FK,1,2,35,6
Esteban Granero,Spain,RCD Espanyol Barcelona,9,1,45,6
Etien Velikonja,Slovenia,Willem II Tilburg,2,0,1,6
FÃ¡bio CoentrÃ£o,Portugal,Rio Ave FC,13,1,31,6
FabiÃ¡n Balbuena,Paraguay,Dynamo Moscow,1,1,9,6
Fabrice Olinga,Cameroon,Royal Excel Mouscron (-2022),11,0,19,6
Faissal El Bakhtaoui,France,Dundee FC,2,0,4,6
Faitout Maouassa,France,Montpellier HSC,9,0,17,6
Fallou Diagne,Senegal,Konyaspor,1,4,24,6
Federico Ceccherini,Italy,Hellas Verona,2,2,50,6
Federico Piovaccari,Italy,SD Eibar,1,2,6,6
Federico Rasic,Argentina,Arsenal Tula,0,0,4,6
Federico Valverde,Uruguay,Real Madrid,8,1,18,6
Felicio Brown Forbes,Costa Rica,Amkar Perm,1,0,6,6
Felix Passlack,Germany,Borussia Dortmund,6,0,11,6
Filip Bundgaard,Denmark,Randers FC,2,0,2,6
Filippo Bandinelli,Italy,FC Empoli,4,0,21,6
Fotis Georgiou,Greece,AOK Kerkyra,6,0,10,6
Fran BeltrÃ¡n,Spain,Celta de Vigo,2,1,16,6
Francesco Cassata,Italy,Genoa CFC,3,3,27,6
Francesco Forte,Italy,Venezia FC,2,0,4,6
Francisco Moura,Portugal,FC FamalicÃ£o,4,0,15,6
Franco Jara,Argentina,Olympiacos Piraeus,0,0,4,6
Frank Anguissa,Cameroon,SSC Napoli,17,0,34,6
Frank Lampard,England,Manchester City,2,0,1,6
Frantzdy Pierrot,Haiti,Royal Excel Mouscron (-2022),2,0,5,6
Freek Heerkens,Netherlands,Willem II Tilburg,6,2,23,6
Furdjel Narsingh,Netherlands,De Graafschap Doetinchem,19,0,0,6
Gabriel Mercado,Argentina,Sevilla FC,4,0,40,6
Gabrielzinho,Brazil,Rio Ave FC,4,0,8,6
Georgios Makris,Greece,Iraklis Thessaloniki,2,0,4,6
Ghayas Zahid,Norway,MKE AnkaragÃ¼cÃ¼,7,0,7,6
Giannelli Imbula,DR Congo,Portimonense SC,6,0,29,6
Giannis Bouzoukis,Greece,Panetolikos GFS,3,0,7,6
Giannis Gianniotas,Greece,APO Levadiakos,4,0,13,6
Gift Links,South Africa,Aarhus GF,5,0,6,6
Giorgi Merebashvili,Georgia,Veria NPS,3,0,12,6
Giovani dos Santos,Mexico,Villarreal CF,7,0,6,6
Giovanni TroupÃ©e,Curacao,Twente Enschede FC,8,1,12,6
Gorka Guruzeta,Spain,Athletic Bilbao,2,0,2,6
Graham Dorrans,Scotland,Dundee FC,7,0,15,6
Gregor Balazic,Slovenia,Ural Yekaterinburg,1,0,15,6
Gustavo Cabral,Argentina,Celta de Vigo,4,1,40,6
Gustavo Mantuan,Brazil,Zenit St. Petersburg,4,0,1,6
HÃ¶rdur MagnÃºsson,Iceland,Panathinaikos Athens,2,1,25,6
Hakon Evjen,Norway,BrÃ¶ndby IF,6,0,1,6
Harvey Elliott,England,Liverpool FC,2,0,3,6
Hasan Acar,Turkey,Alanyaspor,3,0,7,6
Hassane Kamara,Cote d'Ivoire,Watford FC,1,0,17,6
Henok Goitom,Eritrea,Getafe CF,1,0,1,6
